palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
namorado,"['na', 'mo', 'ra', 'do']",na·mo·ra·do,nome masculino,"['nã', 'mo', 'ɾˈa', 'dʊ']",nã.mo.ɾˈa.dʊ,2,penultima,mo,ɾˈa,dʊ
namorador,"['na', 'mo', 'ra', 'dor']",na·mo·ra·dor,adjetivo,"['nã', 'mo', 'ɾa', 'dˈo']",nã.mo.ɾa.dˈo,1,ultima,mo,ɾa,dˈo
namorador,"['na', 'mo', 'ra', 'dor']",na·mo·ra·dor,nome masculino,"['nã', 'mo', 'ɾa', 'dˈo']",nã.mo.ɾa.dˈo,1,ultima,mo,ɾa,dˈo
namorar,"['na', 'mo', 'rar']",na·mo·rar,verbo,"['nã', 'mo', 'ɾˈa']",nã.mo.ɾˈa,1,ultima,nã,mo,ɾˈa
namoricar,"['na', 'mo', 'ri', 'car']",na·mo·ri·car,verbo,"['nã', 'mo', 'ɾi', 'kˈa']",nã.mo.ɾi.kˈa,1,ultima,mo,ɾi,kˈa
namorico,"['na', 'mo', 'ri', 'co']",na·mo·ri·co,nome masculino,"['nã', 'mo', 'ɾˈi', 'kʊ']",nã.mo.ɾˈi.kʊ,2,penultima,mo,ɾˈi,kʊ
namoriscar,"['na', 'mo', 'ris', 'car']",na·mo·ris·car,verbo,"['nã', 'mo', 'ɾiʃ', 'kˈa']",nã.mo.ɾiʃ.kˈa,1,ultima,mo,ɾiʃ,kˈa
namoro,"['na', 'mo', 'ro']",na·mo·ro,nome masculino,"['nã', 'mˈo', 'ɾʊ']",nã.mˈo.ɾʊ,2,penultima,nã,mˈo,ɾʊ
nana,"['na', 'na']",na·na,nome feminino,"['nˈɐ̃', 'nɐ']",nˈɐ̃.nɐ,2,penultima,,nˈɐ̃,nɐ
nanar,"['na', 'nar']",na·nar,verbo,"['nã', 'nˈa']",nã.nˈa,1,ultima,,nã,nˈa
nandrolona,"['nan', 'dro', 'lo', 'na']",nan·dro·lo·na,nome feminino,"['nɐ̃', 'dɾo', 'lˈõ', 'nɐ']",nɐ̃.dɾo.lˈõ.nɐ,2,penultima,dɾo,lˈõ,nɐ
nandu,"['nan', 'du']",nan·du,nome masculino,"['nɐ̃', 'dˈu']",nɐ̃.dˈu,1,ultima,,nɐ̃,dˈu
nanismo,"['na', 'nis', 'mo']",na·nis·mo,nome masculino,"['nã', 'nˈiʒ', 'mʊ']",nã.nˈiʒ.mʊ,2,penultima,nã,nˈiʒ,mʊ
nanja,"['nan', 'ja']",nan·ja,advérbio,"['nˈɐ̃', 'ʒɐ']",nˈɐ̃.ʒɐ,2,penultima,,nˈɐ̃,ʒɐ
nano,"['na', 'no']",na·no,nome masculino,"['nˈɐ̃', 'nɔ']",nˈɐ̃.nɔ,2,penultima,,nˈɐ̃,nɔ
nanómetro,"['na', 'nó', 'me', 'tro']",na·nó·me·tro,nome masculino,"['nã', 'nˈɔ̃', 'me', 'tɾʊ']",nã.nˈɔ̃.me.tɾʊ,3,antepenultima,nˈɔ̃,me,tɾʊ
nanotecnologia,"['na', 'no', 'tec', 'no', 'lo', 'gi', 'a']",na·no·tec·no·lo·gi·a,nome feminino,"['nã', 'no', 'te', 'kə̃', 'no', 'lo', 'ʒˈi', 'ɐ']",nã.no.te.kə̃.no.lo.ʒˈi.ɐ,2,penultima,lo,ʒˈi,ɐ
nanquim,"['nan', 'quim']",nan·quim,nome masculino,"['nɐ̃', 'kˈĩ']",nɐ̃.kˈĩ,1,ultima,,nɐ̃,kˈĩ
nanquim,"['nan', 'quim']",nan·quim,adjetivo,"['nɐ̃', 'kˈĩ']",nɐ̃.kˈĩ,1,ultima,,nɐ̃,kˈĩ
não,['não'],não,advérbio,['nˈɐ̃w'],nˈɐ̃w,1,ultima,,,nˈɐ̃w
não,['não'],não,nome masculino,['nˈɐ̃w'],nˈɐ̃w,1,ultima,,,nˈɐ̃w
naos,['naos'],naos,nome masculino,['nˈawʃ'],nˈawʃ,1,ultima,,,nˈawʃ
napa,"['na', 'pa']",na·pa,nome feminino,"['nˈa', 'pɐ']",nˈa.pɐ,2,penultima,,nˈa,pɐ
napalm,"['na', 'palm']",na·palm,nome masculino,[''],,1,ultima,,,
naperon,"['na', 'pe', 'ron']",na·pe·ron,nome masculino,"['na', 'pe', 'ɾˈõ']",na.pe.ɾˈõ,1,ultima,na,pe,ɾˈõ
napoleão,"['na', 'po', 'le', 'ão']",na·po·le·ão,nome masculino,"['na', 'po', 'le', 'ˈɐ̃w']",na.po.le.ˈɐ̃w,1,ultima,po,le,ˈɐ̃w
napoleónica,"['na', 'po', 'le', 'ó', 'ni', 'ca']",na·po·le·ó·ni·ca,nome feminino,"['na', 'po', 'ljˈɔ̃', 'ni', 'kɐ']",na.po.ljˈɔ̃.ni.kɐ,3,antepenultima,ljˈɔ̃,ni,kɐ
napoleonicamente,"['na', 'po', 'le', 'o', 'ni', 'ca', 'men', 'te']",na·po·le·o·ni·ca·men·te,advérbio,"['na', 'po', 'ljɔ̃', 'ni', 'kã', 'mˈẽ', 'tʃɪ']",na.po.ljɔ̃.ni.kã.mˈẽ.tʃɪ,2,penultima,kã,mˈẽ,tʃɪ
napoleónico,"['na', 'po', 'le', 'ó', 'ni', 'co']",na·po·le·ó·ni·co,nome masculino,"['na', 'po', 'ljˈɔ̃', 'ni', 'kʊ']",na.po.ljˈɔ̃.ni.kʊ,3,antepenultima,ljˈɔ̃,ni,kʊ
napoleónico,"['na', 'po', 'le', 'ó', 'ni', 'co']",na·po·le·ó·ni·co,adjetivo,"['na', 'po', 'ljˈɔ̃', 'ni', 'kʊ']",na.po.ljˈɔ̃.ni.kʊ,3,antepenultima,ljˈɔ̃,ni,kʊ
napolitana,"['na', 'po', 'li', 'ta', 'na']",na·po·li·ta·na,nome feminino,"['na', 'po', 'li', 'tˈɐ̃', 'nɐ']",na.po.li.tˈɐ̃.nɐ,2,penultima,li,tˈɐ̃,nɐ
napolitano,"['na', 'po', 'li', 'ta', 'no']",na·po·li·ta·no,adjetivo,"['na', 'po', 'li', 'tˈɐ̃', 'nʊ']",na.po.li.tˈɐ̃.nʊ,2,penultima,li,tˈɐ̃,nʊ
napolitano,"['na', 'po', 'li', 'ta', 'no']",na·po·li·ta·no,nome masculino,"['na', 'po', 'li', 'tˈɐ̃', 'nʊ']",na.po.li.tˈɐ̃.nʊ,2,penultima,li,tˈɐ̃,nʊ
naquele,"['na', 'que', 'le']",na·que·le,,"['na', 'kˈe', 'lɪ']",na.kˈe.lɪ,2,penultima,na,kˈe,lɪ
naquilo,"['na', 'qui', 'lo']",na·qui·lo,,"['na', 'kˈi', 'lʊ']",na.kˈi.lʊ,2,penultima,na,kˈi,lʊ
narceja,"['nar', 'ce', 'ja']",nar·ce·ja,nome feminino,"['nah', 'sˈe', 'ʒɐ']",nah.sˈe.ʒɐ,2,penultima,nah,sˈe,ʒɐ
narcisar,"['nar', 'ci', 'sar']",nar·ci·sar,verbo,"['nah', 'si', 'zˈa']",nah.si.zˈa,1,ultima,nah,si,zˈa
narcísico,"['nar', 'cí', 'si', 'co']",nar·cí·si·co,adjetivo,"['nah', 'sˈi', 'zi', 'kʊ']",nah.sˈi.zi.kʊ,3,antepenultima,sˈi,zi,kʊ
narcisismo,"['nar', 'ci', 'sis', 'mo']",nar·ci·sis·mo,nome masculino,"['nah', 'si', 'zˈiʒ', 'mʊ']",nah.si.zˈiʒ.mʊ,2,penultima,si,zˈiʒ,mʊ
narcisista,"['nar', 'ci', 'sis', 'ta']",nar·ci·sis·ta,adjetivo,"['nah', 'si', 'zˈiʃ', 'tɐ']",nah.si.zˈiʃ.tɐ,2,penultima,si,zˈiʃ,tɐ
narcisista,"['nar', 'ci', 'sis', 'ta']",nar·ci·sis·ta,nome masculino,"['nah', 'si', 'zˈiʃ', 'tɐ']",nah.si.zˈiʃ.tɐ,2,penultima,si,zˈiʃ,tɐ
narcisista,"['nar', 'ci', 'sis', 'ta']",nar·ci·sis·ta,nome feminino,"['nah', 'si', 'zˈiʃ', 'tɐ']",nah.si.zˈiʃ.tɐ,2,penultima,si,zˈiʃ,tɐ
narciso,"['nar', 'ci', 'so']",nar·ci·so,nome masculino,"['nah', 'sˈi', 'zʊ']",nah.sˈi.zʊ,2,penultima,nah,sˈi,zʊ
narcolepsia,"['nar', 'co', 'lep', 'si', 'a']",nar·co·lep·si·a,nome feminino,"['nah', 'ko', 'le', 'pi', 'sˈi', 'ɐ']",nah.ko.le.pi.sˈi.ɐ,2,penultima,pi,sˈi,ɐ
narcoléptico,"['nar', 'co', 'lép', 'ti', 'co']",nar·co·lép·ti·co,adjetivo,"['nah', 'ko', 'lˈɛ', 'pi', 'tʃi', 'kʊ']",nah.ko.lˈɛ.pi.tʃi.kʊ,3,antepenultima,pi,tʃi,kʊ
narcótico,"['nar', 'có', 'ti', 'co']",nar·có·ti·co,nome masculino,"['nah', 'kˈɔ', 'tʃi', 'kʊ']",nah.kˈɔ.tʃi.kʊ,3,antepenultima,kˈɔ,tʃi,kʊ
narcótico,"['nar', 'có', 'ti', 'co']",nar·có·ti·co,adjetivo,"['nah', 'kˈɔ', 'tʃi', 'kʊ']",nah.kˈɔ.tʃi.kʊ,3,antepenultima,kˈɔ,tʃi,kʊ
narcotizar,"['nar', 'co', 'ti', 'zar']",nar·co·ti·zar,verbo,"['nah', 'ko', 'tʃi', 'zˈa']",nah.ko.tʃi.zˈa,1,ultima,ko,tʃi,zˈa
narcotraficante,"['nar', 'co', 'tra', 'fi', 'can', 'te']",nar·co·tra·fi·can·te,adjetivo,"['nah', 'ko', 'tɾa', 'fi', 'kˈɐ̃', 'tʃɪ']",nah.ko.tɾa.fi.kˈɐ̃.tʃɪ,2,penultima,fi,kˈɐ̃,tʃɪ
narcotraficante,"['nar', 'co', 'tra', 'fi', 'can', 'te']",nar·co·tra·fi·can·te,nome masculino,"['nah', 'ko', 'tɾa', 'fi', 'kˈɐ̃', 'tʃɪ']",nah.ko.tɾa.fi.kˈɐ̃.tʃɪ,2,penultima,fi,kˈɐ̃,tʃɪ
