palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
laborista,nome masculino,"['la', 'bo', 'ris', 'ta']",-2,"['la', 'bo', 'ɾˈiʃ', 'tɐ']",-2
labrador,nome masculino,"['la', 'bra', 'dor']",-1,"['la', 'bɾa', 'dˈo']",-1
labregar,verbo,"['la', 'bre', 'gar']",-1,"['la', 'bɾe', 'gˈa']",-1
labrego,nome masculino,"['la', 'bre', 'go']",-2,"['la', 'bɾˈe', 'gʊ']",-2
labrego,adjetivo,"['la', 'bre', 'go']",-2,"['la', 'bɾˈe', 'gʊ']",-2
labro,nome masculino,"['la', 'bro']",-2,"['lˈa', 'bɾʊ']",-2
labuta,nome feminino,"['la', 'bu', 'ta']",-2,"['la', 'bˈu', 'tɐ']",-2
labutar,nome masculino,"['la', 'bu', 'tar']",-1,"['la', 'bu', 'tˈa']",-1
labutar,verbo,"['la', 'bu', 'tar']",-1,"['la', 'bu', 'tˈa']",-1
laca,nome feminino,"['la', 'ca']",-2,"['lˈa', 'kɐ']",-2
laça,nome feminino,"['la', 'ça']",-2,"['lˈa', 'sɐ']",-2
laçada,nome feminino,"['la', 'ça', 'da']",-2,"['la', 'sˈa', 'dɐ']",-2
lacada,nome feminino,"['la', 'ca', 'da']",-2,"['la', 'kˈa', 'dɐ']",-2
lacado,adjetivo,"['la', 'ca', 'do']",-2,"['la', 'kˈa', 'dʊ']",-2
lacaio,nome masculino,"['la', 'cai', 'o']",-2,"['la', 'kˈaj', 'ʊ']",-2
lacaniano,nome masculino,"['la', 'ca', 'ni', 'a', 'no']",-2,"['la', 'kã', 'ni', 'ˈɐ̃', 'nʊ']",-2
lacaniano,adjetivo,"['la', 'ca', 'ni', 'a', 'no']",-2,"['la', 'kã', 'ni', 'ˈɐ̃', 'nʊ']",-2
lacão,adjetivo,"['la', 'cão']",-1,"['la', 'kˈɐ̃w']",-1
lacão,nome masculino,"['la', 'cão']",-1,"['la', 'kˈɐ̃w']",-1
laçar,verbo,"['la', 'çar']",-1,"['la', 'sˈa']",-1
lacar,verbo,"['la', 'car']",-1,"['la', 'kˈa']",-1
laçaria,nome feminino,"['la', 'ça', 'ri', 'a']",-2,"['la', 'sa', 'ɾˈi', 'ɐ']",-2
laçarote,nome masculino,"['la', 'ça', 'ro', 'te']",-2,"['la', 'sa', 'ɾˈɔ', 'tʃɪ']",-2
laceração,nome feminino,"['la', 'ce', 'ra', 'ção']",-1,"['la', 'se', 'ɾa', 'sˈɐ̃w']",-1
lacerar,verbo,"['la', 'ce', 'rar']",-1,"['la', 'se', 'ɾˈa']",-1
lácio,nome masculino,"['lá', 'ci', 'o']",-3,"['lˈa', 'sjʊ']",-2
lácio,adjetivo,"['lá', 'ci', 'o']",-3,"['lˈa', 'sjʊ']",-2
laço,nome masculino,"['la', 'ço']",-2,"['lˈa', 'sʊ']",-2
lacobrigense,nome feminino,"['la', 'co', 'bri', 'gen', 'se']",-2,"['la', 'ko', 'bɾi', 'ʒˈẽ', 'sɪ']",-2
lacobrigense,adjetivo,"['la', 'co', 'bri', 'gen', 'se']",-2,"['la', 'ko', 'bɾi', 'ʒˈẽ', 'sɪ']",-2
laconicamente,advérbio,"['la', 'co', 'ni', 'ca', 'men', 'te']",-2,"['la', 'kõ', 'ni', 'kã', 'mˈẽ', 'tʃɪ']",-2
lacónico,adjetivo,"['la', 'có', 'ni', 'co']",-3,"['la', 'kˈɔ̃', 'ni', 'kʊ']",-3
lacónico,nome masculino,"['la', 'có', 'ni', 'co']",-3,"['la', 'kˈɔ̃', 'ni', 'kʊ']",-3
laconismo,nome masculino,"['la', 'co', 'nis', 'mo']",-2,"['la', 'kõ', 'nˈiʒ', 'mʊ']",-2
lacrar,verbo,"['la', 'crar']",-1,"['la', 'kɾˈa']",-1
