palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
maquinista,nome feminino,"['ma', 'qui', 'nis', 'ta']",-2,"['ma', 'kĩ', 'nˈiʃ', 'tɐ']",-2
maquis,nome masculino,"['ma', 'quis']",-1,"['ma', 'kˈiʃ']",-1
mar,nome masculino,['mar'],-1,['mˈa'],-1
marabu,nome masculino,"['ma', 'ra', 'bu']",-1,"['ma', 'ɾa', 'bˈu']",-1
marabuto,nome masculino,"['ma', 'ra', 'bu', 'to']",-2,"['ma', 'ɾa', 'bˈu', 'tʊ']",-2
maraca,nome masculino,"['ma', 'ra', 'ca']",-2,"['ma', 'ɾˈa', 'kɐ']",-2
maracanã,nome feminino,"['ma', 'ra', 'ca', 'nã']",-1,"['ma', 'ɾa', 'kã', 'nˈɐ̃']",-1
marachão,nome masculino,"['ma', 'ra', 'chão']",-1,"['ma', 'ɾa', 'ʃˈɐ̃w']",-1
maracujá,nome masculino,"['ma', 'ra', 'cu', 'já']",-1,"['ma', 'ɾa', 'ku', 'ʒˈa']",-1
marado,adjetivo,"['ma', 'ra', 'do']",-2,"['ma', 'ɾˈa', 'dʊ']",-2
marafona,nome feminino,"['ma', 'ra', 'fo', 'na']",-2,"['ma', 'ɾa', 'fˈõ', 'nɐ']",-2
marajá,nome masculino,"['ma', 'ra', 'já']",-1,"['ma', 'ɾa', 'ʒˈa']",-1
maranha,nome feminino,"['ma', 'ra', 'nha']",-2,"['ma', 'ɾˈɐ̃', 'ɲɐ']",-2
maranhão,nome masculino,"['ma', 'ra', 'nhão']",-1,"['ma', 'ɾã', 'ɲˈɐ̃w']",-1
maranhar,verbo,"['ma', 'ra', 'nhar']",-1,"['ma', 'ɾã', 'ɲˈa']",-1
maranho,nome masculino,"['ma', 'ra', 'nho']",-2,"['ma', 'ɾˈɐ̃', 'ɲʊ']",-2
marar,verbo,"['ma', 'rar']",-1,"['ma', 'ɾˈa']",-1
marasmar,verbo,"['ma', 'ras', 'mar']",-1,"['ma', 'ɾaʒ', 'mˈa']",-1
marasmo,nome masculino,"['ma', 'ras', 'mo']",-2,"['ma', 'ɾˈaʒ', 'mʊ']",-2
marata,nome feminino,"['ma', 'ra', 'ta']",-2,"['ma', 'ɾˈa', 'tɐ']",-2
maratona,nome feminino,"['ma', 'ra', 'to', 'na']",-2,"['ma', 'ɾa', 'tˈõ', 'nɐ']",-2
maratonista,nome masculino,"['ma', 'ra', 'to', 'nis', 'ta']",-2,"['ma', 'ɾa', 'tõ', 'nˈiʃ', 'tɐ']",-2
maratonista,nome feminino,"['ma', 'ra', 'to', 'nis', 'ta']",-2,"['ma', 'ɾa', 'tõ', 'nˈiʃ', 'tɐ']",-2
marau,adjetivo,"['ma', 'rau']",-1,"['ma', 'ɾˈaw']",-1
maravalhas,nome feminino,"['ma', 'ra', 'va', 'lhas']",-2,"['ma', 'ɾa', 'vˈa', 'ʎɐʃ']",-2
