palavra,divisao,categoria,fonetica,tonic
tablado,"['ta', 'bla', 'do']",nome masculino,"['ta', 'blˈa', 'dʊ']",2
tablete,"['ta', 'ble', 'te']",nome feminino,"['ta', 'blˈɛ', 'tʃɪ']",2
tablier,"['ta', 'blier']",nome masculino,[''],1
tabloide,"['ta', 'bloi', 'de']",adjetivo,"['ta', 'blˈɔj', 'dʒɪ']",2
tabloide,"['ta', 'bloi', 'de']",nome masculino,"['ta', 'blˈɔj', 'dʒɪ']",2
tabloidização,"['ta', 'bloi', 'di', 'za', 'ção']",nome feminino,"['ta', 'blɔj', 'dʒi', 'za', 'sˈɐ̃w']",1
tabo,"['ta', 'bo']",adjetivo,"['tˈa', 'bʊ']",2
tabu,"['ta', 'bu']",adjetivo,"['ta', 'bˈu']",1
tabu,"['ta', 'bu']",nome masculino,"['ta', 'bˈu']",1
tabua,"['ta', 'bu', 'a']",nome feminino,"['ta', 'bˈu', 'ɐ']",2
tábua,"['tá', 'bu', 'a']",nome feminino,"['tˈa', 'bu', 'ɐ']",3
tabuada,"['ta', 'bu', 'a', 'da']",nome feminino,"['ta', 'bu', 'ˈa', 'dɐ']",2
tabuado,"['ta', 'bu', 'a', 'do']",nome masculino,"['ta', 'bu', 'ˈa', 'dʊ']",2
tabuão,"['ta', 'bu', 'ão']",nome masculino,"['ta', 'bu', 'ˈɐ̃w']",1
tabuense,"['ta', 'bu', 'en', 'se']",adjetivo,"['ta', 'bu', 'ˈẽ', 'sɪ']",2
tabuense,"['ta', 'bu', 'en', 'se']",nome masculino,"['ta', 'bu', 'ˈẽ', 'sɪ ou ta', 'bu', 'ˈẽ', 'sɪ']",2
tabuinha,"['ta', 'bu', 'i', 'nha']",nome feminino,"['ta', 'bu', 'ˈĩ', 'ɲɐ']",2
tabular,"['ta', 'bu', 'lar']",verbo,"['ta', 'bu', 'lˈa']",1
tabuleiro,"['ta', 'bu', 'lei', 'ro']",nome masculino,"['ta', 'bu', 'lˈej', 'ɾʊ']",2
tabuleta,"['ta', 'bu', 'le', 'ta']",nome feminino,"['ta', 'bu', 'lˈe', 'tɐ']",2
taça,"['ta', 'ça']",nome feminino,"['tˈa', 'sɐ']",2
taca,"['ta', 'ca']",nome feminino,"['tˈa', 'kɐ']",2
tacada,"['ta', 'ca', 'da']",nome feminino,"['ta', 'kˈa', 'dɐ']",2
tacanhamente,"['ta', 'ca', 'nha', 'men', 'te']",advérbio,"['ta', 'kã', 'ɲã', 'mˈẽ', 'tʃɪ']",2
tacanhez,"['ta', 'ca', 'nhez']",nome feminino,"['ta', 'kã', 'ɲˈeʃ']",1
tacanho,"['ta', 'ca', 'nho']",adjetivo,"['ta', 'kˈɐ̃', 'ɲʊ']",2
tacanho,"['ta', 'ca', 'nho']",nome masculino,"['ta', 'kˈɐ̃', 'ɲʊ']",2
